,Sentence,Score
"you are looking good...hair  is there going to be a new-brunswick, canada drive?",1.3485370741482965,1.3485370741482965
"i miss having an it dept claire  love the show, got into the office @ 5am and no radio : help jen i had a monster energy drink and now i`m crashing.",1.349178356713427,1.349178356713427
wondering if anyone has seen my cell phone i cant find it anywhere ya could hit me up on aim or here cause i am mad bored nuttin 2 do  here i`m staying up with you and you`re not talking to me.   ,1.3497394789579158,1.3497394789579158
lots of good things happening work-wise here in melbourne i wish  i could choose what bands played trash on june 20th...hmmm!!!,1.3506212424849702,1.3506212424849702
then 2 the ice house  u just got me real excited cause i thought teniece was on twitter...,1.3507815631262525,1.3507815631262525
much hw`s to do... will post something interesting when i think of it ugh sittin at work waiting for the carpets to be cleaned.  ,1.3516633266533067,1.3516633266533067
"doesn`t get to see her fav5 today like planned  well, the requirements are quite high as well gonna miss my gurl while shes on her honeymoon bahhhh.. cold weather is making my teeth hurt.",1.3519839679358716,1.3519839679358716
"uft im tutoring the lil sis  shes so cute, even though shes an eighth grader :p @_flik_ good one.   might think about it for this year`s nanowrimo competition.",1.352625250501002,1.352625250501002
i`m watching cqc a brazilian humor program new book in the pocket http://bit.ly/1bi7ad lol watching big bang theory latest episode really tired jake always gives me more work  ,1.353186372745491,1.353186372745491
i think u are crazy...here take on of mine  we`ll see craig might just hog u guys!,1.3539078156312625,1.3539078156312625
"lmao  loving your music , had a good recommendation from someone who knows his stuff - arrggh kids that won`t settle....need some kava for liam, that`ll sort `em...",1.3539879759519038,1.3539879759519038
"love love love it tired and bored, watching movies while i`m home alone  ",1.3539879759519038,1.3539879759519038
i don`t want to stand in line can`t sleep... havent finish my homework  **** it !,1.354068136272545,1.354068136272545
but i live in the uk and i don`t have the cash to call heyheyheyheyehyeyyyyyyyyyyyyyyyy noo tokio hotel tshirts im friad omg shame seriously bored without anyone to talk to... but not tired enough for sleep __  ,1.3545490981963928,1.3545490981963928
nice 2 c u today...have a gr8 week  yea its nice!,1.354629258517034,1.354629258517034
finally a new one wishing i was attending #beatweetup i even bought a badge this is the last time to get it right...  ,1.3547094188376754,1.3547094188376754
"feeling rather peckish...no dinner for at least 2 hours  wah am good thanks, what`s miami saying?",1.3547094188376754,1.3547094188376754
you know ur dog is getting old when she sits down to eat...poor hilly please don`t grow up  thanks.,1.3553507014028057,1.3553507014028057
this is when all the chaos began  http://twitpic.com/4hsd2 - weheyyyy   we give thanks for midi keyboards gonna walk around for an hour now :i but i`m totally motivated!,1.3561523046092183,1.3561523046092183
it`s going to be a long day  whatever u want us to wear / stick / show off around dumbo brooklyn & manhattan morning y`all.,1.357274549098197,1.357274549098197
i luv kelly...she`s such an amazing singer  luv her   a good girl nevah tells hahahahaha!,1.3573547094188376,1.3573547094188376
"*keeps fingers crossed for you tho* its not looking too good outside  if this continues, i feel a movie night coming on... _anke what`s wrong with the ski slopes of mk?",1.3584769539078156,1.3584769539078156
"i know what you mean...still trying to figure this out i don`t think i`ve ever been so tierd in my life.ugh,goodnight.so sleeping in tomorrow  ",1.3587975951903808,1.3587975951903808
"i want to go out tonight, but i ain`t go no money and no one to go with   any takers???  ",1.3597595190380762,1.3597595190380762
"sorry you posted the vid again, but it won`t load for me... at the hospital today then shopping with mom  love you so much.",1.3598396793587175,1.3598396793587175
"someone broke into my car big time = having a really bad day  i`m sorry, andrew.",1.3599999999999999,1.3599999999999999
but it was for the kiddos...gotta love ikea  now theres a thought ....,1.3601603206412824,1.3601603206412824
so tired..  lol - birmingham was my 1st love...,1.3603206412825655,1.3603206412825655
i hope next week will be even better  nyc in 19 days attending matthew`s senior day for recognition and i`m so not ready for this.,1.3608016032064127,1.3608016032064127
*approves a lot* all of you can have fun tweeting all day while im cleaning hair  lol new york from 1500ft looks rather good.,1.3608817635270543,1.3608817635270543
enjoy your day figuring out wats wrong with her she can drink but cant eat  ...,1.3611222444889781,1.3611222444889781
pretty fun way to write a resignation  http://www.farbs.org/message.html the sun is breaking through the clouds!...and now it`s covered up again.,1.3612024048096194,1.3612024048096194
back from the city... breakfast time  sadly no robot songs in my library.   i`ve seen inkheart-,1.3616032064128254,1.3616032064128254
so the whole worlds there then lol counting the minutes until i can go home phillies gamee with mama for mothers day   the 'holy cow' is what did this to me.  ,1.3618436873747495,1.3618436873747495
start your day out right...gotta love that!  ,1.3623246492985972,1.3623246492985972
"home from jack`s now, can`t say i`m too happy about that either is still pretty depressed about losing her hello kitty necklace  ",1.362565130260521,1.362565130260521
haha good luck finishing up recording boredom isnt any fun..wish i had somebody to hang out with tonite..  ,1.3626452905811623,1.3626452905811623
heavenly donuts at 11:30 at night...sounds like a heavenly match to me.  siyal8r http://bit.ly/61aam   these dogs are going to die if somebody doesn`t save them!,1.3627254509018036,1.3627254509018036
"no i believe they`ve all closed down, even the ones at the airport i wanna say happy mother`s day to all the mom`s including mine love u mama had some lovely sugar puffs and just been playing with my amazing dog jack  cheers for that!",1.3638476953907817,1.3638476953907817
****... it`s 2am and i`m wide awake laying in the dark thinking of you.  ,1.3644088176352707,1.3644088176352707
im feelin rite.. the mood flor twitter after dark...  very well thank you!,1.364569138276553,1.364569138276553
"i`m sick and sad .... missing out on martini lounge tonight  : woot please post a pic, i won`t recognize you without it had such and amazing time last night, mcfly were incredible is cheering on the arsenal ladies!!    ",1.3646492985971945,1.3646492985971945
i have to many bookmarks...i just spent a good hour organizing yaay congrats shmolan on graduating  i`m proud of you!!,1.3647294589178358,1.3647294589178358
3 days until...  depends on what they want for it....i`ve become poor again someone just admitted to having a crush on me..,1.3648897795591184,1.3648897795591184
"g my day just hasnt been the same without ur running conversation all day  it is, and its shiny and if i could marry it i would.   ps.",1.3649699398797595,1.3649699398797595
just had steamed fish w/ oyster sauce  just got them- about to read & reply   looks like i`m on tea duty all day.,1.365771543086172,1.365771543086172
seattle i totally 4 got about golden girls that is a gr8 show after pub lunch am now going to daughters for tea life is good  aww what kind of dog do u have?,1.3657715430861725,1.3657715430861725
omg...listening to music  hmmm...chinese delivery it is.,1.3673747494989983,1.3673747494989983
i was supposed to be coming...life got in the way lol give my friends a wild time!!!  ,1.3681763527054107,1.3681763527054107
"i`ve wanted to see it for a looong time _saurus so did i... and now you can hear it again and again, if you wish.  ",1.3681763527054107,1.3681763527054107
so sad you didn`t day hello to me    'just' - http://tinyurl.com/cuy43t    happy mother`s day to your moms.  ,1.3704208416833668,1.3704208416833668
"it`s cloudy  i don`t even want to know why you know about vhemt, but don`t go - we`d miss you _nk wouldn`t call that cool or dangerous.",1.370981963927856,1.370981963927856
but i haveto get dressed cuz im going to see dancing on ice live   welcome to twitter  it`s really cool that you are here!,1.3717034068136273,1.3717034068136273
i love you && your the best... : out to dinner for the fam and grandma for mother`s day.  ,1.3729058116232467,1.3729058116232467
using tinytwitter on a small non-touch screen is really not much fun  heyheyheyy happy star wars day   watcha doin this friday?,1.3730661322645292,1.3730661322645292
****...plans were canceled.....another friday night at home  i thimk you were working on those muscles we love so much.,1.3737875751503006,1.3737875751503006
so...i really want to be home right now.  ,1.3737875751503006,1.3737875751503006
"i need faces  , not witty situational updates, but these will do... googled mothers day, phew, us & uk have different dates!",1.3749899799599201,1.3749899799599201
"i don`t care, i love this movie in all it`s cheesy-ness my shirt is a fuzz magnet today and i feel totally uncomfortable popping out to see samson and delilah this arvo, hear it is good ahhhhh i needa hurry up and shower before this 'huge' storm hits  _defcon1",1.3758717434869738,1.3758717434869738
you are on mii **** list...permanent mii dude is upset that he didn`t get his 24 fix tonight noghty night twitterific twitter tweeting pals at f***** work  ....,1.376432865731463,1.376432865731463
going home... with sore #eyes  oh.. tnx for following cass.,1.377314629258517,1.377314629258517
"now i bleed   yeah, big chill here too good foods, good music, great weather!  ",1.3773947895791583,1.3773947895791583
- 21 days to go  happy birthday for then there go my big plans...,1.3777955911823647,1.3777955911823647
"in beverly hills...doctor`s scare **** out of me  dude what is your sn nowadays because i think i lost yours my copy shipped friday, if it shows up today, i`ll tune in.   ",1.3781963927855712,1.3781963927855712
im about the only person on earth not goin out happy mothers day to all the mom`s around  hope you have a wonderful day!,1.3782765531062124,1.3782765531062124
"i had an account at a local comic store that i ran to 4k  at one time good am all..: hanging out with ma dad 2day, looking for a job still.. at the pub with the dog but seems to have misplaced friend with drinks i bought a italian horseshoe charm.",1.378356713426854,1.378356713426854
what a busy day ... am disappointed that today`s show is a repeat i just got my nails done n i already messed them up  alejandra,1.3785971943887776,1.3785971943887776
"unfortunately a major crash in my https site, just as extplorer  lmao dimples naww thats cute , ok ill try to remember first of winter is dimple day is thinking wow i survived freshman year...",1.3786773547094189,1.3786773547094189
it went well thanks  gotta check with the bro on that...and mine is a girl half my class just called me retarded it hurt for real i think my cheap sunglasses are falling apart.,1.3790781563126253,1.3790781563126253
"so i played this game , yeahhhhh i lost  i`m inlove ughh....really cause i`m such a fool.   ",1.3807615230460921,1.3807615230460921
i see u and other girls come over... and my boyfriend forgets that i`m here  omg!,1.3808416833667334,1.3808416833667334
shooting a new vid today i love the music video of you belong with me by taylor digiqom welcomed new team members in the company today there are some really scary noises coming from outside thinking of you   why we canï¿½t control our thoughts?  ,1.381563126252505,1.381563126252505
good night ya`ll watching matilda with a bowl of noodles man.. it`s starting to rain real hard..  you`re in london?!,1.3818036072144289,1.3818036072144289
i no longer have a ticket for ny waking up early to go to the gym eating a dillybar from dq! yuuum  seriously...it only gets sadder _30439 i really wish i could go!,1.382044088176353,1.382044088176353
"i`m still waiting on the poor guy  sounds awesome, wish i could go but no way i could afford it   have fun!",1.382204408817635,1.382204408817635
=day i got 5 in english lesson  now drinking sprite i`m back,1.3823647294589176,1.3823647294589176
i couldn`t find p4 so i couldn`t show brantley my feet  and now its raining i`m hungry but can`t eat anything right now because my tongue hurts so bad.,1.3825250501002002,1.3825250501002002
i really don`t want to send it over this site....it`s kinds private...  hahahaha!,1.3825250501002004,1.3825250501002004
just missing jaron such a terrible day  only six now... morning all!!!,1.3827655310621243,1.3827655310621243
"i`m at church now..bout to od on my smoothie bc it might be melted when i come back ****, got chili beans on my shirt  i hate that i can be a messy eater.",1.3827655310621245,1.3827655310621245
too bad its prob gonna rain so happy its friday...not so happy about this rain not in front of the tv  wats the score an inning??,1.3830060120240482,1.3830060120240482
i`m sickk  ... tomorrow will be a disaster if i don`t get better.,1.384128256513026,1.384128256513026
"good nite happy star wars day // will week  i`ll take a lookie, sound great i am using an on-screen keyboard i am parked in fs yet no ticket.",1.3847695390781565,1.3847695390781565
"glorious sundays  me too,but i`m goitn to go to shower!and cleanin` up my room and later eat somethin` ...you should call school and tell them you have swine flu",1.3848496993987975,1.3848496993987975
"im with andrew  it was a long, but fun day happy mother`s day to all mum`s in america yay!",1.3854108216432868,1.3854108216432868
"or are you being brlliant again neighborhood research today, day 1 of 5....and a little bit of shopping sims 3 wouldn`t work on my old macbook  hope to get sims 2 by tomorrow.",1.3862124248496996,1.3862124248496996
"on my way to work, i`m kinda sad  hi...!!!",1.3862925851703407,1.3862925851703407
"it`s the way of the deena last day working for the uni today, sad times  i was gonna text u and ask what puff meant!!",1.38813627254509,1.38813627254509
thank you baby for the best 1095 days of my life so so happy to be with  - she even makes doing laundry wonderful it`s friday!!!!....and the sun is out....but i`m working inside.,1.3882965931863724,1.3882965931863724
i know exactly what you are saying.. its so not cool... that is why tapes were better  :p ..,1.3886973947895793,1.3886973947895793
is...sayin happy mother`s day 2 everyone!!!!!  ,1.3894188376753507,1.3894188376753507
work at bjs at 12:15   buy yay for your shoot...hope it goes well!  ,1.3894188376753507,1.3894188376753507
it starts raining as i am freed from work i forgot to put on sunblock before getting in the car shud realy go 2 bed  proper tired bt cnt b boverd...,1.390300601202405,1.390300601202405
"so you`re half-way there  i was going to go on sunday, but now i`ve got too much going on that weekend feels",1.390460921843687,1.390460921843687
where is the sunshine...the only thing i see are clouds...  ,1.39062124248497,1.39062124248497
<3 missing loverboy so much no free ice cream though making mother`s day gift  thanxx for following me is feelin right rite now i miss my cousin so much watching season 7 of gg!,1.390701402805611,1.390701402805611
"no i don`t mind kent it`s just my best friend is going there and im going to miss her  i just went to find that unity girl on bebo, i cant find her!",1.3913426853707416,1.3913426853707416
come visit me  i miss u girls going to get waterguns from tesco today   haha.   ,1.391743486973948,1.391743486973948
"i need to be sleeping.. but i`m not even tired.. says finally, im home.  ",1.3921442885771542,1.3921442885771542
if you fancy a pit stop and a cuppa you know where i am!  lol besides feeling sick...some things have made me feel particularly happy _distel,1.3922244488977957,1.3922244488977957
everyone is going to be home drinking beer starting next week jumping im the shower after a long day of work  it shall feel ahmazing i can math!,1.3927855711422847,1.3927855711422847
oh well maybe one day  there is no sale in botega... daaaaang.,1.3929458917835673,1.3929458917835673
anddd it`s still in the box  f work my last full day of even day classes.,1.3939078156312625,1.3939078156312625
u were doing good with the replys now u fallin off sad face  there is no sun here in florida..it`s all rainy and cloudy.,1.3943887775551103,1.3943887775551103
it took me months to understand your avatar getting ready for my first day at my new job i`m nauseous  i need a yogurt or something..,1.3949498997995993,1.3949498997995993
"yeah, that doesn`t sound very good  ain`t got any at the moment, sorry _bandoni ok, see you at da climbing pretty tired after a nice full day.",1.3950300601202406,1.3950300601202406
he jumped off the table  searching for a new phone... promised myself not to eat crisps but im starving and theres nothing else quick to eat just got back from the grocery store.,1.3959118236472947,1.3959118236472947
"is getting ready to go over to the apartment its friday and i`m sick, story of my life...  ",1.3973547094188377,1.3973547094188377
man i was so bummed when she stopped braiding woke up to the sound of my neighbor getting a new roof 4 fillings to the good(?); two more appointments to go  ...,1.3976753507014028,1.3976753507014028
"one of the last of the year  bubble tea is awesome, it`s been so long since i`ve had some was laughed at today for being too hopeful with the things...",1.3989579158316634,1.3989579158316634
xox  i`m sorry...i`ll make sure i do that next time.,1.3993587174348696,1.3993587174348696
"****  maybe something`s just wrong with my phone...it`s still not working bringing my kitty to the vet tomorrow, i think she`s got a tapeworm.",1.3993587174348698,1.3993587174348698
i hope you hoes are having so much fun...not too much without me though lol 3 days left of school!  ,1.4001603206412825,1.4001603206412825
gained 3lbs wish i could afford something other than top ramen... if only i had a job...  sure is rainy!,1.4004008016032066,1.4004008016032066
a night alone with my piano...and a pro tools session... ill take that anytime.  ,1.4010420841683366,1.4010420841683366
"still have like 5 hours finally home  gonna hit the hay n sleep till noon lol _21thanks, i`ll keep working on her    lol good idea!",1.4020841683366732,1.4020841683366732
arghhhh i cant wait really not feelin well...  good luck!!,1.4020841683366732,1.4020841683366732
still sick last day working for tend happy almost mother`s day  haha.,1.403687374749499,1.403687374749499
dont wanna cry  but the seniors are out there graduating&its breakin my heart;but im home now i`m at a doppppe rock show in the les ..,1.4036873747494991,1.4036873747494991
worth it tho  that storm seems to be coming my way happy mother`s day to all the mothers o ok..im jealous..,1.4042484969939881,1.4042484969939881
"thanks  new work will arrive in a few weeks happy mother`s day to all the moms out there thanks for the follow, doug.",1.404569138276553,1.404569138276553
spendin time with ant before he`s gone for the night t-bone`s gone to sleep... think we`re gonna join him  i know!,1.4051302605210423,1.4051302605210423
"and i will be 19...  dude, come on... at least rotate that ****! _",1.4053707414829664,1.4053707414829664
"oh and i hope miller has a better day too  lol, thanks for the morning chuckle   not sure if you follow me?",1.4064128256513024,1.4064128256513024
hope it`s a great one! is new to twitter and has no friends here... or should i say followers?  ,1.4064128256513027,1.4064128256513027
you were correct of he stalking me gosh it`s anoher cloudy day  wish they would go away.. or rain..,1.4066533066132265,1.4066533066132265
"http://bit.ly/pp1wz just now i know how twitter exactly work happy imma get to see some lovely ladies wild oats pinot grigio = v easy to drink  i am sorry i don`t like girls ~that way on my brothers phone, using the internet ducked off!",1.4068937875751504,1.4068937875751504
i like tweet deck and i`ll try the other one u recomended thanks   requested the date - and he is the guest of honour after all...  ,1.4079358717434869,1.4079358717434869
oh men..not in the mood  i`ll go home tomorrow..wanna be w/ my family..,1.4080961923847695,1.4080961923847695
trying to go to sleep but no luck  i think i`m sick...,1.408256513026052,1.408256513026052
":-p  get my **** out the door and go to work   i`m goin, i`m goin!!!!",1.4092184368737473,1.4092184368737473
"long distances really really stink  ooh i`ve got that dvd, never got around to watching it   is it any good?",1.4094589178356711,1.4094589178356711
sooo happy now thank you for the advice   i`ll work on that when im not at work.  ,1.4098597194388778,1.4098597194388778
now i cant go to spain didnt do my devos...  ,1.410501002004008,1.410501002004008
right today today is going to be a long day  i wish i was home in bed naked loves her david soooooo much,1.4105010020040083,1.4105010020040083
sweeny todd is deadset one of the best movies of all time lost some $ at work....nt happy right now    --sloanster--  cover the tomm.,1.4112224448897797,1.4112224448897797
#happy mother`s day euch allen  i havent laid my verse yet...,1.4112224448897799,1.4112224448897799
"hahahahaha midnight cry.. wish the person i wanted, wanted me right now i wish i was in cali wit mari nd lupita seeing vfc  not fair is having a cuppa and chilling...",1.4125851703406815,1.4125851703406815
my friday made me miss high school  lol i feel like drunk right now...,1.4127454909819637,1.4127454909819637
g`morning twitter world   a relaxing family sunday methinks officially mother day here happy mother day to all the moms  ,1.4131462925851703,1.4131462925851703
"big sad old loser ok, i`m going outside...wish i was playing basketball  ",1.4146693386773546,1.4146693386773546
"i`m not sick but a little tierd...a bit to much to drink, but i had fun!  thanks for follow.",1.4149899799599197,1.4149899799599197
"the episode was amazing...i cried when i saw the home videos they were soooooo cute  i`m in an 8 now too, but b4 i had kids",1.4149899799599197,1.4149899799599197
"got some really good video and pictures  livin` large, huh? i`ve got the same hammock...",1.4162725450901803,1.4162725450901803
still exhausted from vegas   that`s no bueno...hope u feel better!  ,1.4165130260521042,1.4165130260521042
"goodnight, j. happy mother`s day to all the mommies out there...we love you.  ",1.4171543086172345,1.4171543086172345
is desperatly hoping my dad takes me to vanessa`s game looking at tabs for all of the 'boys like girls' songs week-end is over and now it`s time to get back to work  haha..,1.4177154308617235,1.4177154308617235
"i`m just to far from where you are, i wanna go home...  i`ve been readin your last few twitts.",1.4185971943887774,1.4185971943887774
hate my life thinking my fridge may be dieing...please not this week...pleeeeeassseee!!!  ,1.4191583166332666,1.4191583166332666
i`m going to miss you so badly on my way home from ny...then sleeping  is there anyway you could forgive me?,1.4196392785571141,1.4196392785571141
please dont ruin this  #bgt first time in weeks to see the clear blue sky nooooo its raining......had 2 leave the beach cross country was today...,1.4199599198396797,1.4199599198396797
"i do agree tho it does need some more of sa`s magical lyrics to be really really... not bored but bad, i won`t now the news  but thats",1.4201202404809619,1.4201202404809619
last day at work...sick to the bone  what time is our conference call??,1.4202004008016034,1.4202004008016034
"wish i didnt have to go to work tonight  if you know such agent, do let me know star wars day!",1.42124248496994,1.42124248496994
-winks back- going to bed now...good night tweeters  ,1.423246492985972,1.423246492985972
"yup today i was so happy got i got off school early, but now i`m bored!!  ",1.4236472945891785,1.4236472945891785
"maybe too small... today has been a nice positive  fun day , after several weeks of bum days ; keeps getting such delayed responses.",1.424048096192385,1.424048096192385
meditating on my plans for the weekend...gotta work saturday...  ,1.4250100200400801,1.4250100200400801
i could tell its gonna be an angry day... just got to la  miss hawaii already!,1.4254108216432866,1.4254108216432866
"not too bad actually  #textmate so much for just an oil change... do not pass go, do not collect $200, lose $160 lol if i only can stay up a few more hours..",1.4258116232464932,1.4258116232464932
i didn`t realize how bad it all was till now bout tuh head out an find sum wher tuh go an chill to start **** or leave **** alone...tough decision tried to do something funny on twitter but failed.  ,1.426613226452906,1.426613226452906
i`m not gonna make it this year is sooo stressed about everything i have to do thinks he may have broken his nose at the show rain makes for a good study day  almost done!! ?,1.4274148296593185,1.4274148296593185
first time i`m going home early  sucks to b single no one to call _juansimon god i`m bored.,1.4282164328657312,1.4282164328657312
had a good end to a busy day and now i`m off to bed with a full belly of sushi u-verse is up and blazing at 25mbps.  ,1.428937875751503,1.428937875751503
i feel a little lonely... download movie  'still waiting...',1.4292585170340681,1.4292585170340681
maybe sade got me feeling like this  yea...looks like it is...,1.4296593186372748,1.4296593186372748
going i sleep today was a long day happy mothers day to all the moms out there  ohshnapsss.,1.4302204408817636,1.4302204408817636
"i`m a bit stuck  so glad, i hope yall make it back down near new orleans happy mother`s day, mommy!",1.43062124248497,1.43062124248497
niggas got they eyes on me and i aint talkin bout da bm when i say i got 745 on me  good work.i`ve only just managed to turn my studio on...,1.43062124248497,1.43062124248497
"never did sleep last night  feeling horrible today, time to call work i thinks...",1.4344689378757514,1.4344689378757514
she had surgery todayyyyy missy higgins kate voegele grace potter and the nocturnals  same as i... to bad i`m a programmer only in this company finally got a call for marriage counseling 3 days late....,1.4347895791583165,1.4347895791583165
"lol my device thing doesn`t work i want so bad to go to the mcfly`s concert omg, it`s july`s last day!  ",1.4351903807615232,1.4351903807615232
i hope you have an awesome day...and a good rest of the night  iknowww!,1.4352705410821645,1.4352705410821645
"thermometer showing 25c at the moment  haha, because i`m at 'work' and can`t read anything that`s okay...",1.4354308617234468,1.4354308617234468
"who couldn`t use $25...i know i could 17 things to do, the last thing on my mind is cleaning up everyone`s cake mess i`m glad that all got cleared up.  ",1.4365531062124248,1.4365531062124248
"toasting your speedy recovery - sorry you can`t be here i will miss my city when we leave...priciness, pollution, panhandlers and all  well i hovered over the button lol not - sleep well tiff",1.4365531062124248,1.4365531062124248
your wish is my command...  hahaha to all mothers out there... or even soon to be mothers >8d,1.437114228456914,1.437114228456914
i miss my lovely ubuntu   i`m such a nerd haha http://tinyurl.com/d53dmn     mcfly parody by chris moyles ****  happy mother`s day!,1.4379158316633267,1.4379158316633267
exhausted after a 58 hour work week funeral ceremony...gloomy friday...  ,1.4383967935871744,1.4383967935871744
"oh man, that sux... price u pay for being on the org chart (and responsible, and stuff...)  ",1.4387174348697396,1.4387174348697396
i`m so jealous- it`s pouring right now you are my apple and i wana take a bite  learn learn!...,1.4387174348697398,1.4387174348697398
"why you will so little time in rio de janeiro? forgive babelfish!  congratulations, you two are so well suited   have a lovely day x ok, back to the dentist today.",1.4401603206412827,1.4401603206412827
"they were running out though, soph had to get a massive one... death cab for cutie and slouchy barets  its a good way to start the day.",1.4408016032064126,1.4408016032064126
please keep up the great work john  i`m not feeling very inspired today...,1.4417635270541083,1.4417635270541083
but this is our poor week  good luck 2 u and the babies happy mothers day to all mums super bored on a friday night scrubs tonight (8.00pm).,1.4437675350701402,1.4437675350701402
"pfft, cydia apps ftw, code on the phone, make, reload springboard happy mums day this is nelly`s shout out   http://skitch.com/t/tac  i feel like i haven`t talked to you in a really really long time.",1.4440080160320645,1.4440080160320645
"i`m so sad i miss my friends drinkin` chai tea and not sleeping.. and checkin` out some cool peeps _skies miss you too :`( it is!i never want to come home.....seriously  i didn`t say i met *all* the awesomest people, just a bunch of them. ?????",1.4448096192384772,1.4448096192384772
oh...ok...didn`t know that.  ,1.4466533066132263,1.4466533066132263
"ima go to bed, i have a long day tomorrow happy mother`s day to all of the wonderful women out there.  ",1.447615230460922,1.447615230460922
"got a right bad headache   i`m sorry to hear that hey, good morning guys!!  ",1.4478557114228456,1.4478557114228456
i don`t like to see you like this...  there must be something to make you smile...,1.4501002004008017,1.4501002004008017
"longggg day still in love with marky mark thing always end up going bad  t, im sooooo bored right now gooodmorning people of earth!",1.4532264529058116,1.4532264529058116
they look stumpy... i`m not sharing my toes tonight i don`t think our isp is too happy with us this weekend!  ,1.456192384769539,1.456192384769539
"cnt go fri  but thnks so much good morning - thank you for my hot cup of tea   i`m on it, probably not until next week though mufasa!!!!",1.4562725450901801,1.4562725450901801
i still have 5 hours to go  whoa... if the alcohol won`t get you buzzed...,1.4565130260521044,1.4565130260521044
i think i found it and a few more im very much excited to go back to school scotts the only guy for me   good night<3  just got it a few hours ago!,1.4568336673346693,1.4568336673346693
green computing http://bit.ly/8gb8r   happy mother`s day to ya tomorrow i wish i could go back to bed with  sooo long twitters!,1.4569138276553106,1.4569138276553106
now david tennant has left i don`t particularly want the job anyway i`m exhausted  new song 'one day' on myspace check out http://www.myspace.com/tannajoy,1.4570741482965934,1.4570741482965934
true lol no problem about the unfollowing..not mad   what good role models...  ,1.45811623246493,1.45811623246493
i`m either always on the train or at work i`m bored : hope your wlan will go today!  ,1.460440881763527,1.460440881763527
happy mothers day  i`m so hungry and the resturants are all closed...,1.4605210420841686,1.4605210420841686
i wanna go but my car not here...  happy mothers day to you as well!,1.4614028056112225,1.4614028056112225
bbl`   wish you both a very happy and fabulous mother`s day! ...  ,1.462444889779559,1.462444889779559
really wishes he had some spare cash to buy the new punch out for wii good morning  6.15 am: plans for the day ...,1.4634068136272544,1.4634068136272544
"it seems they only make them for women  how abt we wait til summer, and do this at ur place...ima need somewhere to stay anyways i need to get some shut eye...",1.46436873747495,1.46436873747495
i think  i can taste blood :s good morning...hoping to throw back some coffee like right now!,1.4658116232464928,1.4658116232464928
"but now im full haha,.. back @ work, migraine lingering   can`t wait for the weekend!  ",1.466052104208417,1.466052104208417
i feel like dyeing right now... played okami for 14 hours today everything is annoying me today i dont get how to use twitterr!  ,1.4667735470941885,1.4667735470941885
"is sad that shin ae got married...and it wasn`t to alex darn, i had one and it slipped right through my fingers  that sucks - i`m still hungry and sucked down my food.",1.4699799599198398,1.4699799599198398
"awesome performance  well, all i can do, is pray for you..... ugh, i dont feel like going to work today i just fell going into my house.. not fun http://pic.gd/63ef my college, my friends _",1.4701402805611223,1.4701402805611223
next time you are around please let me and  know and we will take you for lunch too looks like my ion-based mini-itx board won`t ship until mid-june now at the earliest _thomas if only the drinking game was tonight...,1.4701402805611223,1.4701402805611223
"haha im a nerd...dream on  it`s sunny and hot in london today, while i sit in office cranking spreadsheets if someone had`ve told me things would get this hard..",1.4702204408817634,1.4702204408817634
"has got my xbox back  , i have a really sore knee cant walk asda ready meal - i don`t think i`ll ever be the same again 11:10pm on a saturday...",1.4711022044088176,1.4711022044088176
i`m dying mg clothes black again...save some money  heyyy girl.. havent tweeted u all week.,1.4742284569138278,1.4742284569138278
saw the movie last night - really enjoyed it  unless that invite comes with a beta key i`m not going to be much help...,1.4763126252505012,1.4763126252505012
"turns out winter has even started _l thanks,i think your the first girl to say that...besides my mom  they`re getting back together for one more album.. or so i heard.",1.4764729458917836,1.4764729458917836
"have fun  can`t really do anything about that, now can i? may gray, coldplay, and nice showers...work at 2 mm it was cold in your shadow anyway.",1.4767935871743487,1.4767935871743487
life is so boring without you  ouch acid reflux hurt too... uploading pictures on myspace i had a really good day today _,1.4767935871743487,1.4767935871743487
"yeah, it`s all teased up into this boofy bit...i`m buying red hair extensions btw  i hope such moments inspire you on your political journey back home.",1.4768737474949902,1.4768737474949902
ps: happy momma`s day writing mother`s day cards for my mom and gran...  hurray!,1.4771142284569136,1.4771142284569136
"all in all, a good weekend  ugh i`m not doin too good omg, it`s july`s last day!",1.47751503006012,1.47751503006012
overall a good day  thanks for the well wishes and hope ur day is also quite successful mymaths time....,1.4795190380761523,1.4795190380761523
"i got a coupon, but i couldn`t register it because you have to be in the us loves my new twitter background...my two heros...wichita and kraussey!  ",1.4799198396793587,1.4799198396793587
shoping till you drop david..haha..enjoy your day says happy mother`s day!  ,1.4810420841683367,1.4810420841683367
"i`m going to sleepies, feel poorlies and pissed off  night night tweeples **** love ice cream...",1.4816833667334668,1.4816833667334668
she would be really cut haha plain white t`s and sara bareilles...can life get more amazing  lol...,1.4829659318637276,1.4829659318637276
nice lunch... even better when mom pays...  problems seem to be fixed now!,1.4866533066132268,1.4866533066132268
but i can`t on this medium  ...now i`m going back to bed.,1.4867334669338677,1.4867334669338677
here again in school bored wanting  2 go home surf`s up this week - starting this afternoon i love it when it rains on me when im golfing listening to some brandy...never say never cd ohhhhh barcalona.,1.4883366733466936,1.4883366733466936
just getting back into the swing...still sore from my surgery  and tired...coffee time!,1.4908216432865733,1.4908216432865733
but it was so good going to program now  haven`t programmed for a long time now grumble..weather man..,1.491302605210421,1.491302605210421
