text,score
 may the fourth be with you,0.0
 i am actually wanting to buy a bus one day & turn it into a motor home. imagine a whopping big blokeslib logo on it,0.0
hanging out with  and the berlin jarn guys.  http://yfrog.com/8c36ej,0.0
 i know  i`m tweeting more now though don`t you worry!! haha i wish i could fly to ohio! i saw beyonce on monday uhmygawddd!,0.6083
 haha yeah it was,0.6369
i have a stupid headache on my day off.,-0.5267
burnt 3 of my fingers from trying to keep my hands warm over the rice cooker.,0.2263
_sweethearts im following you but you aren`t on my dm list  can you try to dm me?,0.0
i love my puppy,0.6369
is putting on her 'suit' (&dont mean jeans&t)&heading over 2 t-town 2 deal w/ family emergency plez pray 4us  be back by 630p god willing!,0.2714
i wanna talk to mitchel mussoooooo,0.0
ugh 3 more hours,-0.4215
"i`m loving the fact that there is tension on the set of iron man 2, poor gwenyth can`t handle being in scarlett`s shadow",-0.128
omg!!  booth`s hallucination in the latest epi of bones is absolutely brilliant  'you`re a gud lookin guy.. if u keep an open mind' lol!,0.8303
" we dont have the points yet, was talkedabout it though - first ticket i get in my whole driving career up to date, not bad",0.431
officially drugged up and taking a nap. allergies ain`t no joke. never had them this bad since two days ago.,-0.628
 bahaha.. weekends are just too short.. esp when it`s nice out! i wanna stop time like evie on outta this world! morning!,0.6093
"had an amazingly unproductive day, but i loved it  time to go catch up on sleep!",0.7678
cannot wait to get all dolled up and go out tonight,0.0
i really ain`t woth a ****. i can`t do anythin right.   what`s wrong with me?,-0.4767
 eat (cup)cake,0.0
 **** it. you don`t look well. you have to go home.,0.2732
_v  haha i was in your boat yesterday.. you`ll pick it up in no time,0.2023
"ahhh ... i don`t care, i love this movie in all it`s cheesy-ness",0.8126
****. i got a math test today.,0.0
" kiran, sorry about ur bad land`g: hope ur neck feels better. at least, u didn`t break it like jd. btw, ur in fine shape.",0.6486
is tanning with emily! too bad its prob gonna rain,-0.5848
"_morales i like you. i mean as a random person, because i obviously don`t know you. but. we think alike",0.1901
"juss boredd, !",0.0
 i love you kim kardashian i watch your tv show keeping up with the kardashians ur blessed with good looks,0.9001
just got done washing dishes not too long ago,0.0
 time will tell,0.0
 and i got hello kitty tattoos!  she`s a ballerina and i`m a ladybug,0.0
 yea it is.  thanks for the link.,0.4404
forgot the pin of my debit card. thank god the card still works after several attempts. just bought cake for sister`s birthday. wheew!,0.5983
leaving for work.. 5:30 can`t get here soon enough!  hope everyone has a great day!,0.8217
http://twitpic.com/67x8k - with my friends were in our work,0.4767
 i thought every weekend was a long weekend in california,0.0
little kids annoy the hell outa me by being all active and shouting and attacking me etc.,-0.8187
#trackflashback: 'i believe in a thing called love' by the darkness - check it out...,0.4939
is freaking exhausted...need to go to bed....gotta get up early yuck....happy mother`s day to all you mommies out there,-0.4215
off to liverpool now!,0.0
 yeay!. haha. thank you so much jiah,0.6996
partying in the study room,0.3818
another friend knocked up.   pretty soon everyone will have kids. goodbye carefree youth!,0.8553
_127 poor baby  you need some aloe. nope sorry no hints,-0.2477
 bless her lil socks... think they need to rethink the age thing me,0.4215
happy mothers day to all   im off to spend the day with my family,0.5719
 i dont know  i didnt even realize it was gone  let me put it up again...darn twitter!,0.0
" and these poor, unfortunate souls don`t appear to have any pants at all...  ? http://blip.fm/~78qvz",-0.7269
"winding down, love having a low key day.",0.4767
  totally missed the chatroom. i`m so lame,-0.7277
 yeah,0.296
can`t even tell you how much this hair dresser is pissssssing me off she has no clue wtf i`m asking her to do..so i`m expecting the worst,-0.8779
  _erincharde  hey you guys should invite me out...moody is my only friend these days,0.5859
 awww thatss well sad  x,-0.25
" yeah, that was my thumb last night. sorry",0.2263
    ive been dying for those!! they just so expensive in little sizes.,0.0
i feel like... i`m not gonna make it this year,0.0
"i must have applied for about 20 jobs every day this week, why won`t one of them contact me???",0.0
i seriously need to find out why my laptop sometimes gets so hot. bbl after errands & pricing 'comp fixes'. not many places left 4 that.,-0.1779
 it was truly awful,-0.0258
"tuesday, wednesday, thursday and friday = exam !!  wow ****",0.658
now i remembered the password,0.0
  sorry to hear that. is is a 365?,-0.0772
sometimes i forget my favorite **** stars are real people too.  made orange chicken last night and cut his finger off! sad!,-0.5696
 i wish i could call but i live in the uk and i don`t have the cash to call,0.2144
field day is sad. no ribbons for me.,-0.6486
still sick  @ home http://loopt.us/iarprg.t,-0.5106
 i`ll go for wanda sykes,0.0
"had a great night, ashleigh makes a good dance teacher  and we kicked bens butt at a pillow fight!",0.69
hate to break every1`s heart but confirmation jus came in that austin & sophia do not & never had a twitter  another sad day!!,-0.7955
 have fun amorsote even tho u forgot my bday which is today,0.5106
 most likelyy. just need to save the money and practice my **** off.,0.4939
  damned hordies,-0.3818
"euh, got ldap schema error  why oh why",-0.4019
it worked. cool and the gang!,0.3802
 don`t worry you will have ava to distract you on the flight,-0.6249
...aw i want classic burger.,0.0772
"_greenwizard ah ha! cool, will look into that more closely when i get on a proper sized screen! thanks",0.8011
it always rains right after i get my car washed,0.0
 dun wanna travel all the way there for lunch now. but yeah i have been there. nice place. missing shan-e-punjab though...,0.5719
textmate crashed for the first time in 3 months. not too bad actually  #textmate,0.431
"psalm 82:6 i have said, you are gods; and all of you are children of the most high. happy mothers day momma",0.6096
indian or the cowboy? actually considering going to the carnival,0.0
got my braces tightened today. then i got mcdonalds! haha  sport tomorrow yay yay yay! netball tryouts.. wish me luck to make the team! :l,0.9522
 i thght i voted bt i dnt think it workd!  whats the link 2 vote for u! nobody deserves it more than u do. ur so talented. i<3u,0.7027
 poor kid.  that sucks. hopefully things look up for her soon. *hugs*,-0.4404
" 'might be interested' - thanks, i was: i came, i saw, i winced..  too much like flatland http://bit.ly/12f0y",0.7964
"boa tarde, chegay",0.0
 i think i left my conference feedback sheet in my bag. oops. just say excellent for everything  found out about it from you,0.5719
having a good...no great day already & dr.miracles feel-it formula really does work!! lol hope everyone has a good day as well,0.9398
never thought my daughter would want to borrow my clothes... even less that she would suggest that i borrow hers... luckily it didnt fit,0.3591
why am i completing facebook quizzes at this time of the morning... especially a friday morning,0.0
"its sooooooooo not funny when i have to move from computer to computer to render and draw. come on, revit! autocad was never this bad.",-0.855
"watching cavs game. lebron james, my newest love!  36 pts for cavs, 17 by lebron!",0.6988
 loadsa shizze has happend  im so upset..,0.0
just started raining in earnest... guess golf is off for today...,0.0
 it`s pretty warm out now! i forgot k was sick though.,0.2714
finished a whole box of ice cream,0.0
170th update,0.0
dont go... im sorry for disappointing you,-0.4548
 the race was saturday night. jimmie didn`t do so great. he`s still in 3rd place,0.7384
 happy birthday corey!!,0.6467
sweet situations.,0.4588
...i just posted my first video... a contest entry and my still is terrible too  boo...luv ur videos btw. xxxrebelrebelxxx,-0.4767
"i`m officially on holiday! a week in center parcs, no internets  bye my peeps, see you when i return...",0.2003
ugh! looks like it can rain any min now,-0.1511
work till 6..then dreadful tv shopping cause mine broke,-0.6908
 morning hon. what you having for breakfast? i cant decide,0.0
editting **** on here in school is a drag. i give up lol ill do it at home. i wanna go home t-t my vida is so boring right now,-0.5982
" well, at least you wont be late!",0.3382
"back from umpireing trainging, making dinner",0.0
 what i do now  anyhoo thanks for the *spank* :-o x,0.4588
kickin bak......need 2 do my hw.....i miss u babe  lolz,0.4767
 good night,0.4404
"****, hi facebook ? what`s wrong with you ? can`t add photos",-0.5362
i have to goto work now ahhh kill me  my life isn`t going the way i want it too atm. ta ta kids x,-0.6597
  well its pouring here. rly rly wet,0.2732
cops tell #tori`s dad they may never find her remains  http://lfpress.ca/newsstand,0.0
"getting my hair cut tomorrow or later today i should say...   excited. my swag is already on, jus turning it up!!",0.2225
"okay, got the card, but my phone is **** up at the moment.  please use email to reach me, sorry",0.4767
 yes. i also use my desktop`s mouse and ketboard as if ot was just a second monitor   http://twitpic.com/4wlpf,0.4019
 lol  it`s like you have a cult.. haha,0.8074
nighty night twits! tty in the morning...,0.0
http://twitpic.com/674p1 -  this is my ohio is for lovers tattoo got the design off the shirt.. haha but i lost the shirt,0.0644
bai kt and i have decided that at my disney wedding we will have a parade and a mushroom trampoline float that kt and bai will jump on,0.0
"just fyi, there is also turkish star wars rip off  here http://bit.ly/aesnk",-0.4215
http://bit.ly/gqdbd  one of the saddest songs i`ve ever heard,-0.6124
 nah i understand you cant cancel i just wanted you to come,0.0875
i don`t think our isp is too happy with us this weekend!,0.6114
hate living down here in fl. missing ga like crazy...like they say you dont know what you got till its gone  ga on my mind,-0.5267
last week i had 516 hits on my guinea pig pictures on webshots! and i didn`t even promote them! way to go,0.4912
i am very very tired,-0.5379
very good morning! coffee and a taylor swift cd starts it off,0.6468
happy mother`s day everyone! still playing pet society!,0.7256
http://twitpic.com/4jkes -   here`s your follower count.,0.0
my computer dies soon  - its so much virus on it but my virus scanner  cant find it :s,0.3252
ahhh mothers day  my first one yay!!!,0.6458
" ha ha, might be - i`ve doubled my morning intake already in the last couple of days - now have a huge bowlful!",0.75
"especially hard to get out of bed with myself this morn cuz i`m hot  , now running late stuck in front of the mirror checking myself out",-0.4005
"on my brothers phone, using the internet",0.0
well goodnight all my twitter bugs sleep well,0.4939
 yups!  i still have a lot of pruning of unfollowers to do. it takes  time,0.0
 join the club dougie i have a cold too  x,0.296
day started off bad but got better,0.3818
 yes 7.50 here thanks for the change obama. i have to start mail ordering again,0.6808
" nah, they look better  but i label the tops with the latin names and only access them that way... no need to turn anything!",0.5707
_0robertpatt why do they do that?!,0.0
 that was awesome!!,0.6892
  joe and i loveee you.,0.0
our south style exhibition is on in less than a week  member fresh gallery otara!,0.3802
 remember the guy who 1st #tweetbud you! ~> _2890  help him get 900 flwrs & make him smile!,0.6988
i`m terrified about the surgery next week,-0.6124
 yeah they are basically awesome,0.743
 yeeeeah . . . and it was in intro too  seen empire top 100 computer games? http://www.empireonline.com...,0.2023
"nooo! i`m ill  must have paracetamol! nice weather today, though.",0.0
 sounds like a good five days,0.6597
 u callin me grimmy,0.0
" wishing you a very happy mother`s day, carina!!  hugs...joy",0.7563
  are you not well?,-0.2057
 hope the presentation went well today?! tweet me if yr on campus tomorrow - i`ll be around from lunch time onwards,0.6476
miss the newest version on glade on debian..,-0.1531
nobody`s home tonight. except me. alone. sigh. oh how i wish  was here,0.2023
" i usually do if there is choice, but i am lucky in that most foods i love are generally very healthy (except ice cream!!).",0.9476
"it feels like it should be a bank holiday weekend!  i bet it is in france, they`re always on holiday...",0.6696
 starbucks? i thought u were trying to b good?!,0.0
one last stop in chicago before going back to miami,-0.296
i have much to learn,0.0
"to cap things off, the lower part of my back really hurts.",-0.6801
iphone is doing that 'not opening downloaded apps' thing and i forgot my cord at home,0.0
sitting at the doctor`s office.,0.0
 guess i`d better look out for a new best friend once those vip tickets have been used! you won`t want me anymore!,0.938
ugly betty was sooooooo sad!!!,-0.8061
"working from home today, my back is killing me  doctor and then physio after later today.",-0.6597
 ay uuuu  happy mothers day,0.5719
 yes - it`s an article i wrote on my blog a while ago.,0.4019
" thanks for a great night, dear.  perfectly completed my weekend.",0.93
my tongue still hurts.  i need to sleep!!!,-0.6093
wheelchair fitting today for mall buzzing & home depot. 'homebound' just got real old  goal: taxi yellow or electric red!,0.0
 ouch. i hate it when that happens.,-0.5719
sneezing hurts my back.,-0.4767
  i`m sorry to hear that,-0.0772
finished with mtml assignment  but didn`t like it at all. feels like i missed lotsa points but the word limit is 2500. hmmpph!,0.6114
"oh my lord, i have no idea if any of this **** i spout is getting to anyone",-0.296
" ohh yes. i`ve rented one and thought the same; very roomy. but hubby wont go for it.  welp, congrats on the new baby",0.7543
 that`s sad,-0.4767
wondering if i shouldn`t be gettin to bed about now...,0.0
couldn`t resist ? http://blip.fm/~5z7v3,0.0
 i would much rather you didn`t punch yourself in the face...it might hurt,-0.5267
throwin` down in the kitchen like i do  making rah`s illi chili and shalonda`s bangin cake,0.3612
 at least after this you`ll be done!!,0.0
up a little.. good luck to tam and robert who each have 25% of me. cant text at the table,0.7096
i love twitter,0.6369
"_lovato oh i see. thanks for replying. anyway, how are you?",0.4404
subway always tastes better when some-one else pays for it  http://tinyurl.com/re5s5h,0.4404
watching this african music show on the tele  me loves ittttt,0.5719
"my wife took my last ï¿½20, no mcdonalds breakfast for me today",-0.296
" as nerdy as i am, i just found out it was star wars day today!  i love you d",0.1759
" nothing, they make it up, last time i checked a jar of curry sauce there was no pepper inside, i was disappointed",-0.6486
i really want to be a star...hope flawless will work,0.5984
 yeah and in the tatami room!  kids + tatami dont mix,0.3595
 lol! y does ur tweet sound like ur voice yelling at me  lol!,0.8264
the bunny is longing for the hoodie she left in the car   brrr....,-0.0258
so yeah...i guess i dont get company this weekend  so who wants to come hang out?,0.0
chillen just started on twitter.,0.0
" hello james, who are you",0.0
" yeah man, they brought it back on the market a couple years ago...it scarce through",0.296
 that doesn`t sound fun,0.5106
"keri hilson- slow dance rockin` the **** out of my playlist right now! get up on this song, pure **** dropper",0.0
_milano hey there  thought i`d tweet you to say hi..i have so much to write but theres no space in this little box hehe ****,-0.4215
" hey u, no not yet  soon maybe tomorrow!",-0.3595
 yeah yeah gd night then,0.5267
why do i turn red,0.0
" i so agree with you we have been married for 7 yrs, and this is our 6th move  blah!!!",0.5055
on my way to work! i am gonna miss general hospital,-0.2244
my imac`s died  keeps cutting out for no reason. anyone recommend a good mac place for service / parts? think i need a new power supply,-0.2263
 ohh i was so confused!:p i haven`t seen it. it`s your favourite?,0.0
 http://twitpic.com/665n7 - i dont like it,-0.2755
i sewed my shirt  and i fail at screaming v_v but i had a quesadilla!  quesadiaas are bombbb <3 i will try and scream another day! :],0.4826
"_gorham aww, what a shame  ........you can still #followfriday them though, no? >.>",-0.6486
running in the rain,0.0
 i havent seen you all week,0.0
 i would love to see the sun again.  it has been raining here for 3 days now.,0.6369
"rachel allens date bars, so easy to make   http://twitpic.com/4jas7",0.5777
  i know... he`s mad at us... :`(,-0.4939
"omg at hollie! that was well sad to watch!  see, simon can be well nice when he wants to be! lol",0.7633
first natalie and now little holly. this is mean,0.0
errr....i don`t want to go sit in the heat and watch a high school graduation.,0.0772
wow! leonardo dicaprio and jennifer davisson killoran are the producers  of the movie: orphan  !! i have direct contact info for them too!,0.7156
 yeah thought it was awesome - glad to see some characters like gambit brought back into the fold,0.8957
don`t really wanna go school on monday to be honest,0.5106
checking idestroy sales.... sales are good,0.4404
wtf come i need this day to go by,-0.5859
gosh! i`m freakin` bored! talk to me!,-0.4545
"yay, just got my stuff from rygegrej.dk  perfect tastes like banana and apple",0.8625
wtf why am i just getting up now? hm:tm today  but before that... revision revision revision :/,-0.6705
http://twitpic.com/665to less than 24 hours till the show! oh and lee broke his guitar at practice    http://twitpic.com/660vv,-0.4753
i do amazing at beer pong with my brother,0.5859
_stokoe i bet! i can imagine how much work it is making a movie. i can`t wait to see it,0.0
oh no! i just read they are going to do a remake of girls just wanna have fun   stop it hollywood-just stop!,-0.4374
 why have you still not called me back regarding the groundbreaking production i sent you earlier,0.0
" i have a lot of hell yeah, and rebel meets rebel (dac + pantera) and like 10 pantera songs, i can`t find my cowboys from hell cd",-0.8271
" thanks oscc  i have been changing it up lately, and i like this layout the most <33",0.6597
  idk. i`m only a stupid 7th grader,-0.5859
"sadly, the time has come to put my mom in a home",-0.4215
"after some pizzas, going sleep",0.0
"yum, just had a mickeyds eggmcmuffin. mcyum",0.0
waiting in line @ tryst,0.0
thanks to my assignment im off to work today!,0.4926
 not having hulu in germany sucks,-0.3612
walc-ers are you ready to cry? its going to be a long day of reminiscing,-0.1531
"kidney stones again  what did i ever do to deserve this kind of pain, not once or twice but five times in my life??? took drugs, peace out",0.6115
listening to her stolen music. just loved it cause its free!,0.6476
"i will miss my city when we leave...priciness, pollution, panhandlers and all",-0.1531
up and reading the (maltese) sunday newspaper over coffee... aaaah.. glorious sundays,0.6369
"sorry for the triple twitter post, was having trouble w/stocktwits account.  i try not to clutter up the twittersphere!",-0.5093
 as to sleeping with whom ? you have your rocking sheets  i hope the smoothness is endulging can`t wait for my blankets),0.4404
ughh. that miley creature song has infested itself in my brain!,0.0
 and i`m not getting another one ... there`s only 1 alfie,0.0
 ehhehehe thanks,0.4404
  the website is http://tinyurl.com/c7yojg  idk if the place is around ur area..,-0.1027
" my eyes are starting to hurt! it`s getting super late. but i just gotta keep tweeting. haha! philippines tour, please, tom?",0.8309
 yes!! i wanna come hang out with my h-town gurl u know whats up!! haha  it`ll be bangin! we gotta hang out chick,0.7825
ahh i hate being sick  watching atonement! and sleeping,-0.807
gees can this week get anymore horrible....now i cant go to spain,0.0
 my phne blocks text,-0.2263
"  what can i say, i am a creatur of night, hmm, should be dne soon",0.0
" well donkey has his own appeal, for sure.",0.5267
 i can only promise about 150 or so.,0.3182
 aw ****. ok i got you for tuesday on that. i gotta write a short post for today tho,0.296
  may we be humble but bold for christ!  lisa..,0.5707
r.i.p. to my lil sis`s cousins babyfather jimmy aka gemstar,0.0
 thank you! need to pass my test first,0.4199
so confused about what to do?,-0.3804
"@_toki_ the wee girl started crying and her mum came on, was such a shame",-0.7351
im so not feelinq this huqe **** pimple smack in the middle of my doom. it aint riqht man,-0.4019
i feel like dressing up for the heck of it.& putting make up on. haha,0.6705
happy mothers day. ekin sayang mak!!!,0.6784
my first `star trek` anything was really entertaining.. now if i can just see harold fly the enterprise to `white castle`,0.0
free hugs with my super fluffy robe,0.886
" by the way, let me know when you want to schedule a round or two. played highland woods monday. shot 96.",0.4019
"_saurus so did i... and now you can hear it again and again, if you wish.",0.4019
 ...actually find something they`ll like. it`s easy to get a good gift with a lot of money tbh. nowhere near as personal though,0.8807
omg the lg kc910 touchscreen fone is such a pile of shite!! roll on new contract in 18 months,0.0
i have one less follower  that makes me sad and i feel like my life is dull and uninteresting.,-0.5106
 yes!!! haahaaa.! break out the jellybeaniesss!,0.5951
 happy birthday!!,0.6467
bought my pink ipod nano 2 days ago  will be delivered this week. yay!  & hopefully getting ears pierced again in a few weeks xd,0.8805
 'restoration of the site would also take place as part of the banks proposals' - after the birds have gone? avocets there this yr,0.0
'i never thought i`d die alone. another six months i`ll be unknown',0.2837
 no not at all. i miss girlfriends!!!!  i have all the seasons.,-0.4449
is back from a weekend get away,0.0
" the mind plugs work, but the patent got turned down b/c someone already thought of earplugs and benedryl",0.0
 that sounds interesting. wish my phone did java..,0.6597
" awesome! saw you added me on myspace, could you please >not< tag me in the photos there?  thanks.",0.8622
 wasn`t much of a debate,0.0
 my feelings are hurt,-0.5267
i`ve got a headache  !!!,0.0
on my way home in the sunshine with a bag full of my stuff from work...,0.4939
 hahah i`ll try,0.0
"it`s 6 am, i haven`t been to bed yet, and i just got my second wind.  guess i should edit or read or something until i feel tired huh?",-0.4404
 socksy`s just plucky and independent to caspar`s lazy and attention seeking,-0.3612
drink #7 or 8 for me (at the club). been drinking for the past 6 hours.  http://twitpic.com/4wn9q,0.0
goin to work....,0.0
 i`ve got really bad arthritus in my left hand. i cant use my thumb at all,-0.1513
" alright, i`ll let you slide on that one",0.25
today has not started out very well,0.3384
why oh why do i always forget to take the medication i`m *supposed* to take 30 minutes before breakfast? just taking it now at 1:30,-0.2263
 nothing beats nurofen plus!,0.0
" haha it`s not awful at all, but i think everyone hates the sound of their voice when they hear it played back, i know i do!!",0.3765
watching a gossip girl,-0.1779
 that doesn`t sound like fun,0.7003
so tired. it`s not right to have to get up so early,-0.4927
now i know my shares are up...have 7 followers...wonderful!   the sun is now shining brightly in `darkest africa`...,0.6114
 nice to meet you toooo  good to know another one of my followers actually speak!,0.7177
 iloveyoumoreeee,0.0
 nope! not comin up 2nite gurl!,0.0
waking up in vegas is goooooooooooooooooooooooood,0.0
" my day was cool, a lil twisted...  i won`t spam twitter like i did last week tho.",0.3182
 lol! l love your tweets! keep them coming,0.8217
ok nevermind. photo was set to private. sorry.,0.2263
 yeah i kept rethinking it because noone that i knew would want to go with me lol. so i ended up just didn`t buy them.,0.6486
"**** fight night 4 demo won`t load, keeps crashing at the first screen. time to delete and re download i think",-0.3818
someone just admitted to having a crush on me.. that`s cool,0.2732
" so i wanted to dm you back but i couldn`t cuz your not following me  but thankss anyways, maybe ill see ya around in elle-ay  ...",-0.5719
haih.. cannot sleep lar..,0.0
 this time there is a theme and it is 'purple',0.0
"booya!! sup tweeps!? happy infamous day to you all, off to get it very soon. can`t wait to play, need to find some more time though",0.7891
"morrrning! the last day of a random but awesome weekend, gonna round it off in dbar style!  good timezzz.",0.9018
 oh i love oreos!! u can`t get many varieties in the uk,0.6988
"retweet please  awesome kawaii, anime and cosplay items: http://bit.ly/cujxg",0.7506
 was gonna dm you but it says you`re not following me!    lol  after all i`ve done!  hahaha,0.5402
thinkin` twitter is interesting.,0.4019
says i`m tutoring my cousin!  http://plurk.com/p/rpp57,0.0
"pavement is boiling hot out there, dogs were limping.    guess summer`s officially here.",0.0
just finished wander girl for the nth time-- hilda gallares is truly a kindred soul.,0.4404
feel like going home and sleep till the next day!,0.4199
 thanks sooo much lil sis! you should have gone with us to the bird park.,0.4926
boys and girls lie? awww is santa not real either?,0.0
"going to bed, in pain fell on my shoulder today. good night",-0.1027
just watching ncis complete first season,0.0
does not want to go to sixth period.,-0.0572
"super frustrated, and taking it out on the one`s i love!   i love you, paul!",0.8881
" i did, thanks laura",0.4404
mexico city traffic  beating the rush hour to make it to the aeropuerto,-0.4588
haha. it`s pretty good  they`re making something with chicken  yum!,0.8553
 hello- i`d like a little chat- but can`t dm you- is there a mail id?,0.1901
mattcutts.com: domain umzug und neues design http://redir.ec/if2b ...,0.0
_anr_shine feeling pretty good. you should check this out http://www.myspace.com/bigcitymonkey just saying.,0.765
im watching tv at home wishing i could get a chicken shish delivered but not go enough pennies,0.1154
kate is leaving me all by my lonesome,-0.3612
"  hey girl, what`s up? what r u gonna do today?",0.0
" great to hear you saw slumdog millionaire! and yes, that`s a bollywood thing at the end",0.7959
already know i`m gonna miss josh next week.. my mom needs more surgery.. work sucks.. not a good day. oh and my tum tum hurts,-0.7274
really wants to go see the script in ny in august... but no one will go with me,-0.4215
" and ooh, you changed your twitter name! i approve whole heartedly.",0.0
_beckiie_x omg are you going to see it?! another reason to not live in devon none of the f***in cinemas have the film im so annoyed,-0.5659
" that is cute, a manly cute of course.  reminds me of a scion",0.7184
what the hell is going on?!?! last night and this morning sucked... more moving tonight.,-0.7611
" well we`ll have to organize one for when you can get down, can`t guarantee no oldies though",0.2263
" okay, cool. hope you had better dreams than you had last week.",0.8934
hate this **** cold. i can`t stop sneezing. and claratyne only works for an hr or 2,-0.7096
 hey dee... i wish i could make it to the mastermind session tomorrow  i`m in a wedding in statesboro. hope to chat soon.,0.6808
i love twilight !!!,0.7249
had a good day till he twisted his ankle on his two mile run,0.4404
"_bee same here : /   coincidently, my friend just cancelled our movie date",0.296
 mmmmmm i`ve been craving sweet potatoes and almonds i`m going to have to incorporate those super foods tomorrow,0.7845
 britain`s got talent? such a cute little girl. feel so sorry for her!   hope simon finds the time! ****,0.8197
 someone really needs to make a kit like that avaialble for home use,0.3612
trying to not fall asleep while doing ancient assignment. drinking some water with ice and lime! yum,0.0
 ya`ll going out without me,0.0
wish i was 17 again,0.4019
loving my new hr monitor,0.5994
ahaha im here carlos;;  wasssup?!,0.0
i`m just sooo in love....i think,0.0
i am following mya,0.0
" at freddies having a cotch and ladyhawke is here, just missing you my bajan beauty",0.3818
had to stay home while my wife takes my daughter and a few friends out to tokyo steak house - sadly my body is not cooperating today,0.0772
**** typical. gh:m arrives just as i leave for work. it`s going to be a long day,-0.0516
shakedown street!!!,-0.4724
 hope you feel better! if your alone we can talk until your ready to go to bed...i`m alone too,0.68
"this week meet me at offf, next thu, fri and sat. and try there mic and surface.",0.0
i`m on twitter now... how cool am i? and now let`s go to mcdo,0.3182
the weather is gross outside. it puts me in a bad mood.,-0.765
"coming to the end of a looooong day. good new is, i got everything done! bad news- i gotta wake up @ 4:45am tomorrow for work!",-0.2924
" would love it if you guys toured here, really! philippines tour?",0.6696
 sometimes ... you just have to write it off ... and start from the top of your tweet stream.  the past has happened,0.2023
 http://twitpic.com/4jazs - congratulations! you two are adorable. beautiful ring too!,0.9115
i want a ghd straightener but the shipping costs 50 pounds? no deal!,-0.4482
is sad she got her plans cancled,-0.4767
"yay sing it loud wed, fall out boy, all time low and cobra starship on friday  win",0.7269
_ ay beezy! finally lol its time to hookah so get off twiiter...love ya,0.4753
_nyc hey sweetie. cnt go fri  but thnks so much,0.2732
 got the txt - holla when ya need me,0.0
it`s too hot!! thermometer showing 25c at the moment,0.0
 work at 6am. gotta go to bed soon,0.0
one more thing 'shattered' is an amazing song by o.a.r.,0.5859
is going home after an awesome time with the peeps,0.6249
omg. i got no sleep again. neighbors are building a deck & they`ve been starting @ 5:00am. i`m so tired. feel like i just took benadryl,-0.4901
"just realized that chris lake was spinning in stockholm yesterday, and i missed it!",-0.3595
"going to bed, with peter.",0.0
at the pub with the dog but seems to have misplaced friend with drinks,0.6486
 i`m a minute in and i want to strangle the used car salesman doing the presentation. is he related to the shamwow guy?,0.0772
he he ...happy #star wars day! may the 4th be with you  brilliant!!,0.2677
sometimes all it takes to solve our problems is a fresh morning!! hope today is beautiful for you,0.8309
http://twitpic.com/66roi - man i miss this truck so much!  had to return it cause it was 687.00 a month and 236.00 ins a month on it : ...,-0.2244
 pleeeeeease pleeeease make me a dj drop,-0.2732
"im in pain, ****",-0.5106
just got home. im so effin sad,-0.8234
"really good concepts at #mozconcept. i *really* love to send something mine, but no time",0.2255
nooo i cant be sick...not now! im about to go see my new nephew,0.0
" strangely enough, yes.  but then it works for me, may not for everyone.",0.0644
goodmorning world!,0.0
_ill i <3 my blackberry,0.4404
strange there is a 99 char limit to tweets on ustream   (geogeektv live > http://ustre.am/2toa),-0.2023
 i use to own a 32 lbs tabby cat. got him for north shore animal league he had diabetes,0.0
 word?? ima be there this summer....just move back with me  lol,0.4871
watching my bro play footyball,0.34
i really want a milkshake. i have no money.,-0.1548
time for tv in bed.then spending all day catching up on studying  i hate online summer classes,-0.5719
loves the nice weather and 7:30 exams,0.7579
son`s 15th birthday this weekend.taking him out for a mexican meal and a major game buying spree.i miss the lego days,-0.1531
with bff _chrissy22 glad she got that dog out of here lol my stomatch hurts,0.765
i wish i could see dramafest so bad.,-0.4198
*sigh* off 2 bed 2 try 2 get these crummy 2 hrs of sleep b4 my horrid 12 hour day..smh. niterzzz evry1. don`t let the twitterbugz bite..,-0.5423
got a new prom dress,0.0
i`m baking cookies. what are you doing?,0.0
my daddy left to go back home to texas  i will c him hopefully n the next two months,0.4019
nice pc authority review of the tivo vod service here: http://bit.ly/ps7y2  i`m still loving my tivo,0.7906
 thanks!!  my friends and i went and watched movies and ate chocolate chip pancakes at one of my friends` house. it was fabulous!,0.8827
_mar_mey i want cake  is it chocolate!??,0.2387
 turtles and shoes make an awesome couple  if only shoes could talk back to the turtle :p lol,0.8519
#ajax #php! just thinking about a concept of autorefresh! _chander made a mistake here,-0.4559
 thanks! you know that happens once in awhile,0.4926
" star trek? me? nah. my dad is one for star trek right enough. today, i`m off to see `corlaine`. much more my style shezz.",-0.1926
touchin the starss,0.0
"phone disconnects my internet. right in the middle of an uber.  also, first tweet from inside of steam.",0.0
" it has, however, got me out of doing the gardening - something for which i am eternally pleased",0.4404
 i know! i need a new iphone stat-- i dropped mine on the cement 2 weeks ago and a couple rows of pixels went out,0.0
" yes, you should write an article.",0.4019
 my heart just broke a little ... and by a little i mean a lot,-0.4215
wife & i split duties tonight.wife headed to osu for daughter`s ath trng rcption. i`m at son #1`s school paper banquet.can`t make both.,0.0
is walking to tesco with rhiannon and hannah to hide all evidence of lastnight,-0.1779
 heard of. and you`re the first to mention him to me!,0.0
is in serious pain.,-0.5574
"off to work again. yo ho, yo ho, another day at the hell hole",-0.6808
 haha good job getting close. her eyes are set somewhere else though,0.7096
"somebody smuggle me to sydney, i`ll be your slave for eternity",-0.3818
