,text,score,length
22423,"first up, make up for lost time with jelly. jalan jalan just the 2 of us  and the rollerblading with my pumpkin. happeh",-0.3182,119
24733," that same smell is wafting thru my grandparents house, papaw has the smoker going out back..we`ve got a long wait tho.",0.0,119
21427, aha! well i`m from ashington and going back to my old school in sept. which will become northumberland c of e academy.,0.3382,119
5559,"and here goes my first twitter from #twitterberry application from my #blackberry bold 9000..  cheers, long live.. #smr",0.6908,119
4610," thanks.  thing is so much of it is more design-art, which i hardly ever get a go at, therefore never get much better..",0.4404,119
11232,: cool that you liked germany and the awards! i saw you on tv cause i couldn`t come to the comet and see you live  xoxo,0.908,119
24759,watching tv with the best people in the whole world !!!!! my mum and my sis agus (: love you all ! twitter you later ha,0.9448,119
21720, sorry i didn`t go  jesus wasn`t feeling it. and you know i can`t see it with out my best bud. well that movie anyways ,0.7579,119
22217,very lonely here in gosforth gallery  but excited for meal at six followed by antony and the johnsons tonight. woohoo!!,0.804,119
14988,"if i make some madeleines, i need to have a bake sale or something. god. boredom needs to = something other than baking",-0.0516,119
14917,so guttered that ruby got eliminated from nzntm..  i`m all about supporting the locals. haha. hosanna better not win..!,0.8439,119
4960,castlebar doesnt have 3d so im going to galway to see the jb 3d movie but that could be next week or the one after that,0.0,119
24575,"still can`t figure this twitter thing out, i can`t my background pic to stick and i can`t seem to change my profile pic",0.0,119
21875, i was watchin tv yesterday and the media is on u. u were number five i think for worst beach bodies because of ur butt,-0.5859,119
5162,first ever dropped call on my mobile. on a call to  no less! ( being charged for data even though i have a data pack  ),-0.4613,119
15125," never tried to ftp to s3, but i use fireftp (firefox browser addin) ... no mention of s3 support on their site though.",0.1901,119
15149, hehe i will never thorw out these shoes  i`m listening to varsity fanclub surprise surprise  sway sway baby is awesome,0.8074,119
674,totally having austin powers withdrawl symptons and darrius withdrawl symptoms and mommy and minne withdrawl syamptoms.,0.0,119
15200, have an amazing time with your mommas tomorrow! show them how much they mean to you  whatever you do they will love it,0.8516,119
2648,at branding iron with drea! white boubous and **** can get down! haha crunk! for the next couple hours! haha fun times!,0.8877,119
14746," ease of use, better camera, syncs w/itunes, smaller (i looked at storm), more eye-appealing & not clunky. -just a few!",0.69,119
4868, my brain has become a converter ed. i`ve been converting into lm for  the past 2 yrs. every 5 mins of every single day,0.0,119
22166," i`d help you if i weren`t poorer than you lol! i`m mexican living in .mx, which automatically makes me 13 times poorer",0.2003,119
21771," well let`s be blessed together then too! yes, i feel better, but i would be sick again though if my little was spared.",0.1635,119
5255,"ohhhh man  my mom got a bag of these caramel candy things, they`re soooo good. i`m going to get so fat off of them ;__;",0.4404,119
4851,"all this talk of buttershots has me wanting some!  maybe i`ll have a small bit over ice, i haven`t had any since faire.",0.0,119
24657," missed interview on npr, ironic because listened to npr all day on long **** car trip, watching needle now, looks good",0.0516,119
5601," 'icant live, i cant live!!!' lmao. oh and btw - oooowwwch my foot  hurry with that plaster, im going to bleed to death",-0.8369,119
10960,_k_renee on a saturday? not so cool friend. same job  different position! let me know when your in town again!!! miss u,-0.795,119
12044," i`m glad you threw the tantrum!  i was going to, but i don`t know her well enough yet   was she apologetic, darn her!?",0.5162,119
20813,just got off phone with black swamp bird observatory - no reports of connecticut warbler from metzger or magee today...,-0.296,119
6087, black russians makes me think of a 'white russian' and this movie quotation: 'that rug really tied the room together.',0.0,119
22710," was it for the vma`s? i guess so.. also wanna go to london in june for demi lovato concert, but no one`s going with me",-0.4215,119
16068,home! i dont know what im doing tmrw besides the whole mommys day thing. but then what? feeling awesome  night you guys,0.8268,119
26454," hahahaha! it`s not horrible, if others were singing with i`m sure it could work. i wish i could afford my own drum set",0.7988,119
10512," not a fan of the bulmers, but the magners pear is awesome, i want slush puppy though!  #hurryup #classy #omgimpatient!",0.8022,119
377,"version 2 of our live, interactive trans-siberian ticket planner is launched: http://tinyurl.com/c5ljwm - its very cool",0.4754,119
24950, i was only @ cambie just slightly before the event then had to leave  waiting for feedback though; i`ll keep u posted!,-0.126,119
20684," i am sure every office has them. men and women with no capacity to realize they should shut the unholy **** up, christ",0.0258,119
4359,been i while since i`ve been on.... bogged under with exams!  eugh. at least theres only 2 left!! britains got talent!!,0.6083,119
6262," totally unsurprised that dave isn`t coming back to 10. but annalisa is wrong for it, opposite of big warm mellow dave.",-0.4215,119
20625, i`m a minute in and i want to strangle the used car salesman doing the presentation. is he related to the shamwow guy?,0.0772,119
16204,american trade journalists ask prs `how are you` almost 100% of the time; uk journalists? erm...not so much   how come?,0.0,119
26407," i don`t think any of what i just said it true, i just had a rant about mcfly, i cant belive i did that  i feel ashamed",-0.4019,119
27092, got any tips for a mum of a 14 yr old with cfs who can`t sleep at night. he falls asleep about 4a.m. till midday or so,0.0,119
998," i`ve been unlocked for decades now...just not lucky, never have been.  gottta make my own luck and that involves $$$$$",0.17,119
1003,"can`t believe i just drove all the way back to school...whatever happy mother`s day: mommy, precious, candis and granny",0.8126,119
14303,"k, just finished my last 2 clients for the night. going home alone  thats ok i need to be alone, must find inner peace.",0.4019,119
2078, yay happy mothers day to me  screw burnt breakfast in bed i`ll take some e.  (erniehalter live > http://ustre.am/2vko),0.7717,119
5961,"dana just found out she doesn`t get to take lunch now, but rather in an hour. hello delivery.  http://plurk.com/p/x29ss",0.0,119
21005,"shite night, tomorow, i get to hang out with my little brother and neice, should be sufficient enough to change my mood",0.0,119
465,off to woolsery this morning to (hopefully) see north molton u16 clinch the north devon league title. lovely day for it,0.5859,119
2490,"so proud of cg, took 5 yrs in the making to get that number 1 spot  gnight twitter bugs...time to read myself to sleep.",0.5709,119
10934,happy star wars day? ohhhh...now i get it. may the 4th be with you.  love it. (and mondays). (sorry again) #starwarsday,0.6486,119
22512, i might have guessed a crafty lady like you would have a laminator  mine is a very cheap one but it worked brilliantly,0.8047,119
10901, but...he`s..mine  you told me a couple of weeks ago that you didn`t find any other guys hot apart from the ones you...,0.0,119
14450,lovely hubby has just spray tanned the back of my legs for me so hopefully won`t look like an allsort for much longer!!,0.8853,119
2480,omg patron is 1ofmy favs   im so jealous icant do 10 but i can do 5 so make it 15  so serious im in alabama visitin fam,-0.5492,119
21173, lol  i know what ya mean. watching everyone else act a fool is much better the  not remembering acting a fool yourself,-0.0258,119
14139, i`ma say you should smudge yourself before i start calling people given the malicious action we pulled the other night,0.0,119
22566, your understanding would require taking paragraph 3 out of context. but para5 could lead to opting out of every class.,0.0,119
12134,"getting ready, waiting for cor, picking up josh, movies & out to dinner - then trailer perhaps? baccck to work tomorrow",0.3612,119
26558,_henrie haha i wish i coudl meet you.. you should stop by seattle some time  home of the starbuks ;) i love you david!!,0.8802,119
4470," that`s true. unfortunately, the leads in the movies don`t die on such a high note. it`s more the friday the 13th model",-0.5423,119
22609,"wah, my fav whattaburger location is closing on the 31st. ****. good thing i`m moving.  ****  mon/fri won`t be the same",0.7096,119
4467,pretty sure my kitties missed me...one is laying on me and the other 2 are on each side of me. they are so cute though.,0.8001,119
21075," i want all kinds of designer suggestions darl  any and all. mens, womens, anything! formal/street/alternate. whatever!",0.2225,119
21039,"on my way to get some maggie moos peanut butter galaxy, then home! thank god this week is done. 4 meetings in 1 day!!!!",0.6973,119
24845, y r we giving up on people?  i actually thought that way for a while too before i found someone who is very intriguing,0.34,119
4499," awww ) where`d you get that? hugh is so thin. no traces of being wolverine yet. btw, who`s that other guy besides rdj?",-0.4288,119
27237, samee well i aint a man i am a girl obv nd i am 14 lol   i aint no1 special or not famous or rich  wish to be tho ****,0.3438,119
14969,my mind automatically wakes up at 7. huge fail -- it`s summer!  good morning nonetheless. gonna get ready for work now.,0.5411,119
1867,: you must watch grey`s. it was their 100th episode. let me know once you do. i don`t want to give out any more details,0.0772,119
25389,"#nhl not a fan of either team, my head says detroit, my feet say the pens my heart doesn`t care   go kings in 2009/2010",0.3045,119
7831,i realized last night that i have no idea where my pns went to during the move... i hope it`s not lost and gone forever,0.3944,119
7845,is it weird that i really want a harry potter bed spread and pillows???? i wish i could find one that wasn`t gryffindor,0.5504,119
27296,"looking for desktop twitter app that will actually let you access urls, any suggestions? i liked twittle but no linking",-0.2263,119
26017,  ... i have phone calls like that often .. different subject - same result of feeling beaten to pulp and left for dead,-0.6249,119
3506,"btw, hey ppl. lol tgif. hopefully ur day is gr8. mine is aight. feeling like it kinda sux i got no plans 4 the wknd....",0.9073,119
18075,"awh, its the last day of the tour  i`ll miss hangin w/ and children 18:3. soooo...let`s make it an awesome nite in ok!!",0.7418,119
19444," though i have to admit that seems less & less tempting. who has time, when there are more complete packages to be had?",0.2023,119
23357,listening to a del barrio records release. i think cmyk music will have competition over minimal techno in madrid land.,0.0,119
25822,"i though the clothes of aw0910 collection from +9 designers will be there, together with the visual arts, but it is not",0.0,119
18125,travel blog up and running!  http://charlenedianetravels.blogspot.com can`t wait to start filling it up with entries! ),0.0,119
13629,"_sko next time just go online and show the club owner an ean golden video, hahaha...  (i am fan, did i mention that?! )",0.3802,119
1565, this week has dragged a bit for me too  have an essay to write about the seaside then im seeing eddie izzard tonight x,-0.0516,119
8020," here we are!  unofficially, of course, but we are providing all the info you could want for the geelong football club!",0.2579,119
17374,gardening stuff i ordered got returned to sender because it was damage  need to work out how to get to a garden centre.,-0.4939,119
3475, lol! no trialing...for the most part florida trials come to a screeching halt over the summer.  have fun this weekend!,0.6688,119
13646," i saw slater on some mtv show, so you think you wanna dance with slater or some **** like that. where`s kelly kapowski",0.3612,119
19545,"dinner with ali tonight celebrating her first day at the new job, will be near trader joe`s, might just have to stop in",0.3612,119
25645, thanks so much for following! the muse has much gratitude and wishes you a magnificent & productive start to your day!,0.9059,119
7261," yeah that was me yesterday after i found out the house i want is sold, my bank effed me over and then the car accident",-0.1531,119
17333,ugh i can`t sleep and it`s reallyy gettin to me gahif pisses me off so bad sometimes. atleast i know who my friends are,-0.7644,119
27383,"stoppped following ama, i really need a clean break... on another note, kate is being super nice right now  off to work",0.8651,119
18628," im duong in vietnam. where r u from? i`m 19. i dont understand what you wrote down in twitter, please tell me! thanks!",0.6988,119
3723, that sucks majorly...hhhmmmnnn...i`m thinking...i would`ve said the self tanner or a really good concealer...i`m stuck,-0.1458,119
3706,archie proposes veronica in the latest archie`s comic. the longest known love triangle is coming to an end. poor betty.,0.2732,119
17825," morning, dude! ivy has decided she wants to go on a boat today. are you guys around this pm? would be nice to see you.",0.4753,119
8949,"now that i think about it, when i get to the states they`ll probably still be touring so they won`t be at home  dammit!",0.0,119
3163, i always miss out! i wont be able to commence in the foolishness til` the fall  but come fall i`ll be visiting!! yay!!,0.6776,119
17749, and maybe you will get the statue and sainthood you are seeking.  win-win for all. can`t be a victim like your people.,0.1027,119
17081,_leigh u know wut devy dev it sure does suck havin no id!! my weekends r gone miserable for 3 weeks so drink 4 me plz!!,-0.7653,119
19106,i need to get it together before ricky gets home. he is not going to be pleased about me breaking up this **** bathroom,0.4404,119
17898,came out of my house this morning to the stink of cat poo. i have cats doing their business in my little bit of garden.,-0.4019,119
3656, esp with twitter access! the party never stops - even 'at nite' cuz it`s always daylight 'somewhere' around the world!,0.5759,119
3577,ok so i`m a lil happier now.. i hope i fixd my emails.. hope they weren`t hacked although it seemed really suspicious!!,0.7753,119
3191,"spiderwoman! she`s an amazing mum, gr8 blogger, gr8 mentor & on top of that climbs walls!  http://digg.com/d1qeua -via ",0.9272,119
13566,break from packing. watching the office  pam: 'i had just woken up. i didn`t look cute. that`s how i knew he meant it.',0.4588,119
19299, that`s not good to hear!  i hope everything is fine..i will keep you & your family in prayer! i love you isabela uribe,0.7413,119
7481,shouldn`t have stayed up til almost 2 reading 'rules' but i did. such a good book. totally worth the sleep deprivation.,0.4478,119
19332," thanks lovely, will let you know when its up and ready! the baby havs are gorgeous, i want something to put in them  x",0.9299,119
25420, - i`m not letting reach sink. thats for sure. i`m still presenting and joint hon! owens mon 8pm-10pm & i`m sat 2pm-4pm,0.3649,119
13474, i suppose it has a certain 80`s charm. i`d personally hold out for the motorola 8 track phone. i like my phones chunky,0.743,119
3684,_elaine lol y i see ya twitts all tha time n i didnt get this one till right now lol and u never get mines  **** twitta,0.6808,119
3697," i got mcdonalds, surpisingly its not a popular drunk food option.  its sucks that all diners aren`t 24hrs here anymore",-0.4207,119
27308," yea but that`s an old pic,  she looks a lot different now...she turned into such a beautiful women   i miss her a lot!",0.6948,119
19016,"i have a crush on this guy at my job, name is tyler and his eyes are blue and very mesmerizing and he is too cool. nite",0.1779,119
8693,"watching the broncos vs chiefs 1994, montana vs elway on nfl network.  i still have nightmares about this game   fu kc!",-0.7177,119
25855, i have a song suggestion. anything from the veronicas first album - the secret life of...  that would be a good choice,0.4404,119
18626,enjoying my bank holiday  just had a meeting with the real estate agent who will offer our amsterdam apartment for rent,0.7269,119
19179, i have that problem with adult shirts too. it`s so annoying since a lot of adult player shirts don`t come in kid sizes,-0.7344,119
25294,good morning  jess here  just wanted to say thank you to everyone following us  tell your friends about us please  ****,0.8689,119
1266,i feel like taking a day off but cannot afford it  looking forward to the dfb cup final tmrw night though. go werder!!!,0.3871,119
17238,i`ve got a dentist`s appointment soon!  the drill feels like i`ve got my brain in a blender - not looking forward to it,0.4199,119
18533,afaik a little sad that croccos is no longer available for salsa wed nights. bummer!!!!ienjoyed going there wed nights.,-0.7331,119
8321, the killers where the best. a bit disappointed that the last song was cut short  can you watch it in full on iplayer ?,-0.6486,119
3357,my computer is being killed by a combo of mirrors edge and really poor win7 thermal management...75c gpu = one sad game,-0.8999,119
18540, - i enjoyed seeing everyone that presented on saturday at the clark howard event - especially the 3 pre-clark speakers,0.5106,119
8219,"off to see the tinyï¿½s, thinking thoughts about smiles i caught from the radio  and big daft grin all over my face....",0.7351,119
23220, lindsay we are your spanish fansite and we love you www.ultimatelohan.org please reply us  i wish you a good flight <3,0.9325,119
18499, were getting old donny. i got one starting high school next yr and one going into the 7th. where have the years gone?!,0.0,119
13169,"i`m in dire need of a second job, if you hear of anything in nightlife or food service please please please think of me",0.4404,119
1686,gooood party last night (: although i am extremely tired now. xd off to bed to lounge around watch tv and sleep all day,0.7764,119
8414, thank you for sharing. i appreciate your honesty  i hadn`t tweeted for 30 some odd hours and got a little tweet happy.,0.9066,119
18397,"out for a walk in the cornish countryside, on the great british bank hol   http://bit.ly/ailun  http://yfrog.com/6rwwtj",0.6249,119
8295,"** gifts & honesty box messages has been discontinued due to abuse ** - hehe, dalï¿½ï¿½ facebookovï¿½ aplikace na hovno",-0.25,119
18440,i`m so freaking afraid that once again i`ve managed to stick my foot in my mouth and scare yet another person off . . .,-0.7425,119
3366, - i will see if there`s a used organ shop there & let you know. but why not just sign up to ejamming.com and rock out!,0.0,119
18374,hmm...what to make for dinner tonight???  no clue.  don`t feel like cooking anything    hubby wants to go away tonight.,0.212,119
8427, - i did see it...looks so retro!   i wouldn`t say no to rerecordings...fans loved given one change.  you have cs fans!,0.508,119
18462,"dear daniel, good news from nintendo! they want you as a potential lotchecktester! hoffentlich wirds was mit der stelle",0.7494,119
26061,gahh. my freaking lip ring is going to be the death of me. it never cooraperates with me. and im over it now jack haha;,-0.5719,119
3802, ask  to create a fake competetion and declare you the winner and then gift you a return ticket courtesy the producers.,0.802,119
5157,still page one on google   still cant quite believe it   not spent a cent to get to page one..... wow what next...mmmmmm,0.5859,120
3338,"trying to got through my 3,000 + unread e-mail messages. looks like this what i`ll be doing for the rest of the evening.",0.3612,120
17838,2 more weeks of school not including weekends. omg right on. im so excited yet scared. omg. ahhhh. i can`t wait to grad.,-0.0123,120
14422,"_baffoon ooh if youre on the computer making your playlist come online pls, im bored now that ive blocked everyone again",-0.4404,120
21201, cool dude! yeah i was hoping your rate was still $2.75. lol! yeah not sure when ill mar and par for my birthday dinner.,0.9053,120
15072," they really do need to mind their own business, eating disorders are not the only reason people have to vomit, assholes",-0.5859,120
10605,nothings really going *well*...however currently theres nothing else to look forward to so may aswel make the best of it,0.6369,120
8210,great night hangin out with my family... mom and dad loved the extra company tonight!  can`t wait for frc pcola tomorrow,0.8516,120
26584, ty. just a long tiring day filled with expensive plumbers and work  needed calgon. hope you &  have an awesome weekend!,0.8718,120
26560,"i kno i`m behind the times on this one, but i just learned that troy 't-bag' dixon died back on dec. 8th 2008. rip troy.",-0.7096,120
23548,feeling really good about my performance on the ap government & politics exam this morning.  going to lunch with krista.,0.5709,120
18519, do you have a facebook page? if not i`ll email you pictures of my bangs. if you don`t like them i`ll blame the kitties.,0.0258,120
3173," music is always there when noone else understands  i agree it`s very important, a single song can change your whole day",0.5563,120
21169,morning every1! giveaway at http://tinyurl.com/dhc4hg  mod kid emma pattern &$25 giftcert to hipfabric!! go check it out,0.0,120
14434,sadly awake. wondering about contact info for all of the fun folks i hung out with at the shop. yay 23b!!! miss you guys,0.6341,120
13020,based on the similarity between 'may the 4th be with you' and 'may the force be with you' today it`s the 'star wars day',-0.5574,120
19162," have a 3ware 9650se, not fast enough for 3x x25-m ssd raid5. 800mhz iop on the hpt. might try an adaptec 5405 (1.2ghz).",0.0,120
5735, i`ve got one too  though i think mine was attributed to the seizure inducing color/light show in the movie the soloist.,0.0,120
27361,"wolverine was much fun, but gambit was a bit disappointing.  neither smooth nor cajun enough for my taste. pretty though",0.2846,120
15054,i`m surrounded by negativity good thing there is a fly guy to give me hope that there is something better  thank u jesus,0.7845,120
2393," you`re the third person to ask me out on mon afternoon ;) i`m so sorry, but i`m helping tutor my friend for c1/c2  ****",0.8049,120
21101, ooohhh. i understand. i never get sick of her so im on your moms side  i guess your dad just likes what he likes....lol,0.6707,120
15948," no, silly, to shoot other shoppers with  though a taser is probably the more humane penalty for 12 items in 5 item line",-0.7769,120
4436," i empathise luvvie, i dont personally understand a grown mans need to dress in tartan in search for a little white ball",0.0,120
2889," yeah, getting shows can be an interesting process.  the key is following up... at least that`s what i`ve learned so far",0.5994,120
914,"_richie i also saw u on american idol great performance, i see u will be at windsor in june 20 commodores won`t be there",0.6249,120
2399,_a_michael cute  thanks for sharing! and please direct message me before you go to bed james ;) ;) you know you want to!,0.9285,120
23883, hey u know the sub on digg i said i needed help on soon? well it`s up now n wud love it if u could digg it pls  kaushik,0.8519,120
22640," super but i caught a cold on the plane.  not as far forward in line as i`d like, but the extra sleep was dearly needed.",0.8555,120
27345,#vwll2009 would one of the vwllers want to add this event to our ning?   http://bit.ly/bf5sh  would much appreciate that,0.4588,120
10639,shack idol today(: can`t wait. it`s gonna be funnn poor cameron. he fell on a bar in speech today. i felt so bad for him,-0.822,120
23895, and this is better 4 me than a snickers bar or hersheys w/almonds.... which i use to b addicted to b4. i miss them  lol,0.6249,120
5910, i want to know who is that ??.6  i tried to ask p`kia but he still not reply me  but now he change his status to `away`,0.1306,120
74, she is good! so gor-juz yea i kno i asked her yesterday when we were at tha hospital if she talked to u and she said no,0.2481,120
12214,i am usually more creative on mother`s day but lately i have not been feeling creative. o.k.. good night.  uh morning...,0.8651,120
23998," love that she couldn`t just stop with one picture! first one is priceless, but the speedo is great, too.  kudos to mom.",0.9245,120
26824,"in regard to knowledge, i am like the little robot in the movie 'short circuit.' i am always crying out: 'imput! imput!'",-0.2924,120
23593, sorry  you wouldn`t believe how much feedback we got on that menu bar icon.  the next version will be a lot more subtle,-0.0772,120
25882,would rather be with the bride doing last minute wedding stuff instead of being stuck behind a desk until 5.  someday...,-0.25,120
11573,"blame it on the goose gotcha feelin loose, blame it on the tron gotcha in the zone;; michelle...this is your fault. lol.",-0.7184,120
8794,"_o uh, could you come visit austin before you make your gigantic moving decision? it`s closer to st louis than portland.",0.0,120
5070,"just watched the trailer for the new sam raimi movie, drag me to hell.  looks interesting, but there was no humor in it.",-0.3716,120
7677," why arent u famous already? lol you have a very adoring fan, that fan would do anything for you hehehe, im you no.1 fan",0.8517,120
21103, i can understand the fear. i feel that way about many things. you really need motivation to overcome it. mine was guilt,-0.3862,120
26721, so my friends are coming to see you on nyc...but im on stupid vaca in the stupid cayman islands so i cnt go  iloveyou<3,-0.5302,120
14475,  i know... just when i was starting to think this break-up was gonna have me up all night tossin and turnin.. no ma`am!,-0.3595,120
7921,i believe a man died in a car wreck today just right down the road.  it happened at 12 and at 2 he was still in the car.,-0.7579,120
5474," i`m fine, i`ve just been trying to figure out the meaning behind this song, and i cant think of anything.  urlm.in/cnmt",0.2023,120
11087, awww. i wish i had a younger sis ): but i do have an older one!!! i bet your younger sis loves it just as much as u do!,0.8002,120
3239," oh, that`s bringing back fond memories... i want to, but i can`t leave the kittens! (i sent you another pic of balloon)",0.2714,120
21581,wondering where all the money i earnt this financial year has gone... i can account for like 3 grand but wheres the rest,0.4118,120
21613, omg that is awful! $12k??? wow     our pyr figured out how to open a doorknobs one day by crushing them in her jaws and,-0.3678,120
3244," lmao shush. with my illness comes the joys of multiple mouth ulcers, and i think they are coming back  they just healed",0.6597,120
2588, tis` cool..i still stand by my former proclamation! i`m just stubborn that way! #rebellioustwitwhoknowsacoolcatcook lol,0.1739,120
1763,"fab wedding yesterday, feet still sore from dancing so must be a good sign. v glad to wake up in my own bed this morning",0.7693,120
18293,dad and mum are heading that way and i normally jump in the middle and thash about a bit while having cat chasing dreams,0.4019,120
18291," ha i think i got like two hours of sleep last night and i have an early start tomorrow, so chillin and sleep is needed!",0.636,120
4882,sitting in boring **** litterature listening to jack johnson  missing the gf soooooooooooooooooooooooooooooooooooo much.,-0.5423,120
27400, wanted to get that piercing too but thought it would be distracting to others when i was giving presentations. u think?,0.0772,120
8134,"****, nearly forgot my pin  i shouldn`t try to learn anything new in the future lest it push out more vital information.",0.3597,120
21705,"i want a dog or a cat or something  i want something to unconditonally love, thats not materialistic or a family memeber",0.7003,120
22266, - i will help  not sure how when i`m alllll the way over here haha but i can try  have alot of free time right now haha,0.8961,120
693,i`m hungry  wife is at a bodyshop party and is bringing a takeaway home with her - how much longer will the party go on?,0.6597,120
8055, well i ran out of beer so i left. not sure about the eta. waiting waiting waiting. bleh  gonna be a long nite methinks.,-0.0324,120
2775,morning world. hello bank holiday! cold and grey and rainy here. feel like colouring thanks to  so might do that this am,0.807,120
3425, aww...you`re such a softy...i can only imagine you a mess of tears at your own wedding...you won`t even be able to talk,-0.5267,120
11840,  got my hair rebonded at some korean place. dude! my hair is f`in fried! cut 5' already ... now just chopping it off!!!,-0.5053,120
3400,.  he`s in bed sick. heavy fever. went to dr`s. part of the reason i`m watching aladdin 2 now and still haven`t been fed,-0.5106,120
24656, the photos are amazing! what a great subject & way to get people educated about darfur! hugs! u are an inspiring woman!,0.9439,120
11240,"_rankin yep to you buddy  long time no talk, hows things and i see your cat still like sinking fangs into your ankle lol",0.6486,120
8036," mandy!!!  it won`t let me vote  i want her to win but i can`t help, i am gonna jump off a bridge (kidding) but this sux",0.4877,120
10933,jake thomas looks so precious :`( i hate when they say 'there it is i see the white light' in every ghost whisperer show,-0.1337,120
11049," i`ve sent a twitter invite to poet friends, i`m hoping they will come poetize, would love 2 see more poets here  #poets",0.8934,120
89, well what im working on isn`t quite ready to post about publicly (still beta testing) but its a cool new script i coded,0.6593,120
24586,bye twitter & fb world! i`m at the san francisco airport ready to board air china. not sure if i`ll have internet access,0.2095,120
11764," living in harlem, i can say for sure that there is far more pollution here than in other parts of nyc where i`ve lived.",0.3182,120
14480," you can have the sun too. it all sucks, especially for my pale whiteman skin.   i can`t stop sneezing, and i blame you.",-0.7269,120
5691,im kinda bored anyone else i think ill listen to some hip hop its pretty good you should check it out www.bseresults.net,0.3597,120
11843,"well, i just need to get some motivation, and also, to do my homework, and essay... and.... it`s such a lovely day! how?",0.8221,120
10935,back from aot last lec.. alot of question marks on my head.. but thank god for all the tips.. should be able to pull tru,0.7096,120
23653," yep, probably will be... wish you had let me know you were interested... had extra corporate chalet tix and let them go",0.5994,120
23654, biglots by my house has jesus & virgin mary rings in one of those machines i rocked one for a while til that **** broke,-0.4215,120
26969,"california`s budget deficit (now at $24.3 billion) means big problems and lots of cuts, including 220 of our state parks",-0.765,120
11771, can`t believe i wasn`t following you! am now  have an anatomy prac tmw so tonight i`m all about structr of the lwr limb,0.0,120
5205, oh i`ve got that one & the stp x step one on vhs. tried connecting our video to harddrive to copy to dvd but didnt work,0.0,120
14633,heading up to the farm   dont want to i wanna stay here and talk with my boyfriend... stupid mom for making me go up >.<,-0.7115,120
11023," please give a shout out to my boyfriend ron griffin at 10pm show in denver. he`s in the nosebleeds, so really shout out",0.3182,120
22127, man i missed it!! ive been waitn all day 4 u 2 giv the tix away & then whn im rappn up @ wrk u gav my tix away! im sad!,-0.7556,120
806,i`m trying to find the driver for my microsoft lifecam vx-3000 webcam and can`t find it anywhere! anyone have any links?,0.0,120
18923, just watched it on youtube and its hilarious. i laughed trough it.. seriously guys so funny.. greetings from germany...,0.7951,120
11414, aww that sucks   it wasn`t that long though but dianne was so cute as usual <3 hopeflly some1 mite put it on youtube :s,0.7649,120
18889,still hoping for a job... but now i have strep so looks like i wont be looking around places for the next couple of days,0.6775,120
13053,hell of a lot to do. but they say you shouldn`t complain theese days. who are 'they' and can 'they' help me in that case,-0.3612,120
18544,ok its ff soooo why isn`t anyone following meeee??? lol ughhhh i have some lazy a%# followers they wont even help me out,0.5547,120
14593," talks about _dunk http://partyends.com/blog/?p=1654 , their cd release is tonight at stubb`s! wish i could go support!!",0.7412,120
11988,im glad that wasnt my real diver theory test! i failed  i got 70% 35/50 questions right but i did have 35mins left lol x,0.5916,120
26645,i`m still waiting to find out what #caca stands for - hoping it`s not what i think it is since you #follow me for #caca.,0.4215,120
18099, aaaah i swear i took it by mistake  it was somehow attached with the charger -_- apparently it needed break from u huh!,-0.4389,120
26961,  i wasn`t able to go the conference.so i didn`t get the outline.. however i have been doing my own & it`s coming along.,0.0,120
3230,my whole body back pain treatment and detox starts monday. not looking forward to a summer of hot yoga and healthy food.,-0.1531,120
10059, http://twitpic.com/66z7a - i don`t know why i always click on your doughnut pictures... lol i always end up wanting one,0.4215,120
1455," even more so bc i drove their asses to chandler, which is why i am just now getting home, an hour and a half later. lol",0.4215,120
6793,167 sql queries to display one single deal page on ozbargain. looks like i`ll have fun optimising it!  bad bad drupal...,0.2003,120
13908," i`m sure you`re sleeping, but you`ll have to tell me your favorite part tomorrow. i laughed pretty much the whole time.",0.9319,120
263,good news: finally finished my #easactive workout that has been paused for 6 hours. bad news: my resistance band is torn,-0.3818,120
6721,"next thing to do tomorrow morning: temperature check! it`s gonna be a routine till swine flu dies. good night, everyone!",0.2225,120
6707,"more packing, cleaning, and getting **** done. last day in this apartment. this time tomorrow my **** will be in storage",0.0,120
12551," is it bad that i`m sitting here watching a #pens replay and getting excited? i think it`s the coffee, but... who knows.",-0.2732,120
17394,this is what i am drinking instead of beer: airport is out of beer.. at least it is carbonated...  http://mypict.me/1zu9,0.0,120
1324,taking 40 underpriveledged kids to the circus 2moro. big day planned & i still aint feeling 100%  so nervous right now..,-0.4143,120
277," *laughs* i`m glad that you have self confidence - it`s a wonderful trait to have  i`ll applaud extra loud for it, okay?",0.9313,120
16582, yeeeeah . . . and it was in into too  seen empire top 100 computer games? http://www.empireonline.com/100greatestgames/,0.2023,120
25373," im sorrryy  i went to the cinema with my broth.. cause im cool.. and yeah im sorrrry  tomorrow tho, ill make sure of it",0.1779,120
7366,"oh, and now mondays also mean new american dad!  so glad i watched that show, so funny, and it makes mondays even better",0.8957,120
4026, are you sure you want to know?  it`s http://bit.ly/auuac - it makes me want to run. in other news: happy star wars day!,0.5093,120
20234,"i`m loving the fact that there is tension on the set of iron man 2, poor gwenyth can`t handle being in scarlett`s shadow",-0.128,120
292," yep, finished, chocked full of spelling and grammatical errors, but i`m cleaning it up tomorrow and popping it up  hehe",-0.0258,120
6637, hi bunny! i recently have subcribed to your channel on youtube! you make some great stuff. kinda just wanted to say hi!,0.7163,120
